"_id",Sensor No,Temp,Time
60b498cb9eb5eb280a637524,40,25.0527,05/31/2021 11:05:31
60b498cb9eb5eb280a637525,41,25.0388,05/31/2021 11:05:31
60b498cb9eb5eb280a637526,42,24.2936,05/31/2021 11:05:31
60b498cb9eb5eb280a637527,43,23.6826,05/31/2021 11:05:31
60b498cb9eb5eb280a637528,44,23.432,05/31/2021 11:05:31
60b498cb9eb5eb280a637529,45,24.042,05/31/2021 11:05:31
60b498cb9eb5eb280a63752a,46,23.9053,05/31/2021 11:05:31
60b498cb9eb5eb280a63752b,47,24.1919,05/31/2021 11:05:31
60b498cb9eb5eb280a63752c,48,23.4182,05/31/2021 11:05:31
60b498cb9eb5eb280a63752d,49,23.818,05/31/2021 11:05:31
60b498cb9eb5eb280a63752e,50,23.6813,05/31/2021 11:05:31
60b498ce049f367e07d76c5b,1,27.6122,05/31/2021 11:05:34
60b498ce049f367e07d76c5c,2,27.7083,05/31/2021 11:05:34
60b498ce049f367e07d76c5d,3,27.9816,05/31/2021 11:05:34
60b498ce049f367e07d76c5e,4,27.8265,05/31/2021 11:05:34
60b498ce049f367e07d76c5f,5,28.0939,05/31/2021 11:05:34
60b498ce049f367e07d76c60,6,27.5982,05/31/2021 11:05:34
60b498ce049f367e07d76c61,7,25.8437,05/31/2021 11:05:34
60b498ce049f367e07d76c62,8,25.7251,05/31/2021 11:05:34
60b498ce049f367e07d76c63,9,25.176,05/31/2021 11:05:34
60b498ce049f367e07d76c64,10,26.6562,05/31/2021 11:05:34
60b498ce049f367e07d76c65,11,27.0628,05/31/2021 11:05:34
60b498ce049f367e07d76c66,12,27.0727,05/31/2021 11:05:34
60b498ce049f367e07d76c67,13,26.7562,05/31/2021 11:05:34
60b498ce049f367e07d76c68,14,25.7112,05/31/2021 11:05:34
60b498ce049f367e07d76c69,15,26.3967,05/31/2021 11:05:34
60b498ce049f367e07d76c6a,16,27.0273,05/31/2021 11:05:34
60b498ce049f367e07d76c6b,17,27.0722,05/31/2021 11:05:34
60b498ce049f367e07d76c6c,18,26.9395,05/31/2021 11:05:34
60b498ce049f367e07d76c6d,19,25.3289,05/31/2021 11:05:34
60b498ce049f367e07d76c6e,20,25.6285,05/31/2021 11:05:34
60b498ce049f367e07d76c6f,21,25.381,05/31/2021 11:05:34
60b498ce049f367e07d76c70,22,25.6345,05/31/2021 11:05:34
60b498ce049f367e07d76c71,23,25.6557,05/31/2021 11:05:34
60b498ce049f367e07d76c72,24,25.565,05/31/2021 11:05:34
60b498ce049f367e07d76c73,25,25.7577,05/31/2021 11:05:34
60b498ce049f367e07d76c74,26,25.665,05/31/2021 11:05:34
60b498ce049f367e07d76c75,27,25.5089,05/31/2021 11:05:34
60b498ce049f367e07d76c76,28,25.8562,05/31/2021 11:05:34
60b498ce049f367e07d76c77,29,25.9721,05/31/2021 11:05:34
60b498ce049f367e07d76c78,30,25.5028,05/31/2021 11:05:34
60b498ce049f367e07d76c79,31,26.0825,05/31/2021 11:05:34
60b498ce049f367e07d76c7a,32,25.8838,05/31/2021 11:05:34
60b498ce049f367e07d76c7b,33,25.9067,05/31/2021 11:05:34
60b498ce049f367e07d76c7c,34,25.864,05/31/2021 11:05:34
60b498ce049f367e07d76c7d,35,25.707,05/31/2021 11:05:34
60b498ce049f367e07d76c7e,36,25.4674,05/31/2021 11:05:34
60b498ce049f367e07d76c7f,37,25.5607,05/31/2021 11:05:34
60b498ce049f367e07d76c80,38,25.7428,05/31/2021 11:05:34
60b498ce049f367e07d76c81,39,26.0767,05/31/2021 11:05:34
60b498ce049f367e07d76c82,40,25.0527,05/31/2021 11:05:34
60b498ce049f367e07d76c83,41,25.0388,05/31/2021 11:05:34
60b498ce049f367e07d76c84,42,24.2936,05/31/2021 11:05:34
60b498ce049f367e07d76c85,43,23.6826,05/31/2021 11:05:34
60b498ce049f367e07d76c86,44,23.432,05/31/2021 11:05:34
60b498ce049f367e07d76c87,45,24.042,05/31/2021 11:05:34
60b498ce049f367e07d76c88,46,23.9053,05/31/2021 11:05:34
60b498ce049f367e07d76c89,47,24.1919,05/31/2021 11:05:34
60b498ce049f367e07d76c8a,48,23.4182,05/31/2021 11:05:34
60b498ce049f367e07d76c8b,49,23.818,05/31/2021 11:05:34
