mydoc: _id: ObjectId, Sensor No, Temp, Time, Clock
mydoc: {'_id': ObjectId('60ab3bf44199d737c4182462'), 'Sensor No': '29', 'Temp': '24.5907', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c4182463'), 'Sensor No': '30', 'Temp': '23.9484', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c4182464'), 'Sensor No': '31', 'Temp': '24.9397', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c4182465'), 'Sensor No': '32', 'Temp': '24.2553', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c4182466'), 'Sensor No': '33', 'Temp': '24.3061', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c4182467'), 'Sensor No': '34', 'Temp': '24.4592', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c4182468'), 'Sensor No': '35', 'Temp': '24.1913', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c4182469'), 'Sensor No': '36', 'Temp': '23.9208', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c418246a'), 'Sensor No': '37', 'Temp': '24.0186', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c418246b'), 'Sensor No': '38', 'Temp': '24.3024', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c418246c'), 'Sensor No': '39', 'Temp': '24.5214', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c418246d'), 'Sensor No': '40', 'Temp': '23.4343', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c418246e'), 'Sensor No': '41', 'Temp': '23.709', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c418246f'), 'Sensor No': '42', 'Temp': '23.4081', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c4182470'), 'Sensor No': '43', 'Temp': '23.0015', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c4182471'), 'Sensor No': '44', 'Temp': '22.5995', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c4182472'), 'Sensor No': '45', 'Temp': '23.1134', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c4182473'), 'Sensor No': '46', 'Temp': '22.992', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c4182474'), 'Sensor No': '47', 'Temp': '23.2878', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c4182475'), 'Sensor No': '48', 'Temp': '22.6876', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c4182476'), 'Sensor No': '49', 'Temp': '22.9724', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab3bf44199d737c4182477'), 'Sensor No': '50', 'Temp': '22.6126', 'Time': '05/24/2021, 08:39:00'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822970'), 'Sensor No': '1', 'Temp': '26.6952', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822971'), 'Sensor No': '2', 'Temp': '27.292', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822972'), 'Sensor No': '3', 'Temp': '27.3586', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822973'), 'Sensor No': '4', 'Temp': '27.1577', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822974'), 'Sensor No': '5', 'Temp': '27.5859', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822975'), 'Sensor No': '6', 'Temp': '26.9481', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822976'), 'Sensor No': '7', 'Temp': '26.7485', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822977'), 'Sensor No': '8', 'Temp': '25.3892', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822978'), 'Sensor No': '9', 'Temp': '24.782', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822979'), 'Sensor No': '10', 'Temp': '25.7753', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182297a'), 'Sensor No': '11', 'Temp': '26.289', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182297b'), 'Sensor No': '12', 'Temp': '26.0738', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182297c'), 'Sensor No': '13', 'Temp': '25.6036', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182297d'), 'Sensor No': '14', 'Temp': '24.9248', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182297e'), 'Sensor No': '15', 'Temp': '25.6228', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182297f'), 'Sensor No': '16', 'Temp': '26.5105', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822980'), 'Sensor No': '17', 'Temp': '26.2979', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822981'), 'Sensor No': '18', 'Temp': '26.2822', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822982'), 'Sensor No': '19', 'Temp': '24.8795', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822983'), 'Sensor No': '20', 'Temp': '25.5206', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822984'), 'Sensor No': '21', 'Temp': '24.9329', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822985'), 'Sensor No': '22', 'Temp': '25.3221', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822986'), 'Sensor No': '23', 'Temp': '25.3089', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822987'), 'Sensor No': '24', 'Temp': '25.0191', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822988'), 'Sensor No': '25', 'Temp': '25.5667', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822989'), 'Sensor No': '26', 'Temp': '25.29', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182298a'), 'Sensor No': '27', 'Temp': '25.057', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182298b'), 'Sensor No': '28', 'Temp': '25.4662', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182298c'), 'Sensor No': '29', 'Temp': '25.5685', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182298d'), 'Sensor No': '30', 'Temp': '25.1041', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182298e'), 'Sensor No': '31', 'Temp': '25.9116', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182298f'), 'Sensor No': '32', 'Temp': '25.6601', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822990'), 'Sensor No': '33', 'Temp': '25.6582', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822991'), 'Sensor No': '34', 'Temp': '25.5232', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822992'), 'Sensor No': '35', 'Temp': '25.3315', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822993'), 'Sensor No': '36', 'Temp': '25.0547', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822994'), 'Sensor No': '37', 'Temp': '25.0806', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822995'), 'Sensor No': '38', 'Temp': '25.4298', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822996'), 'Sensor No': '39', 'Temp': '25.5375', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822997'), 'Sensor No': '40', 'Temp': '24.6882', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822998'), 'Sensor No': '41', 'Temp': '24.6309', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb9911822999'), 'Sensor No': '42', 'Temp': '24.2004', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182299a'), 'Sensor No': '43', 'Temp': '23.5849', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182299b'), 'Sensor No': '44', 'Temp': '23.2469', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182299c'), 'Sensor No': '45', 'Temp': '23.9366', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182299d'), 'Sensor No': '46', 'Temp': '23.8502', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182299e'), 'Sensor No': '47', 'Temp': '23.9871', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb991182299f'), 'Sensor No': '48', 'Temp': '23.2736', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb99118229a0'), 'Sensor No': '49', 'Temp': '23.7271', 'Time': '05/24/2021, 10:15:32'}
mydoc: {'_id': ObjectId('60ab52949d8eeb99118229a1'), 'Sensor No': '50', 'Temp': '23.6075', 'Time': '05/24/2021, 10:15:32'}
