"_id",Sensor No,Temp,Time
60b49ad973f8933877ba1c83,1,27.6122,2021-05-31 11:14:17
60b49ad973f8933877ba1c84,2,27.7083,2021-05-31 11:14:17
60b49ad973f8933877ba1c85,3,27.9816,2021-05-31 11:14:17
60b49ad973f8933877ba1c86,4,27.8265,2021-05-31 11:14:17
60b49ad973f8933877ba1c87,5,28.0939,2021-05-31 11:14:17
60b49ad973f8933877ba1c88,6,27.5982,2021-05-31 11:14:17
60b49ad973f8933877ba1c89,7,25.8437,2021-05-31 11:14:17
60b49ad973f8933877ba1c8a,8,25.7251,2021-05-31 11:14:17
60b49ad973f8933877ba1c8b,9,25.3004,2021-05-31 11:14:17
60b49ad973f8933877ba1c8c,10,26.6562,2021-05-31 11:14:17
60b49ad973f8933877ba1c8d,11,27.0628,2021-05-31 11:14:17
60b49ad973f8933877ba1c8e,12,27.0727,2021-05-31 11:14:17
60b49ad973f8933877ba1c8f,13,26.7562,2021-05-31 11:14:17
60b49ad973f8933877ba1c90,14,25.7112,2021-05-31 11:14:17
60b49ad973f8933877ba1c91,15,26.556,2021-05-31 11:14:17
60b49ad973f8933877ba1c92,16,27.1577,2021-05-31 11:14:17
60b49ad973f8933877ba1c93,17,27.0722,2021-05-31 11:14:17
60b49ad973f8933877ba1c94,18,26.9395,2021-05-31 11:14:17
60b49ad973f8933877ba1c95,19,25.3993,2021-05-31 11:14:17
60b49ad973f8933877ba1c96,20,25.755,2021-05-31 11:14:17
60b49ad973f8933877ba1c97,21,25.381,2021-05-31 11:14:17
60b49ad973f8933877ba1c98,22,25.6345,2021-05-31 11:14:17
60b49ad973f8933877ba1c99,23,25.6557,2021-05-31 11:14:17
60b49ad973f8933877ba1c9a,24,25.6353,2021-05-31 11:14:17
60b49ad973f8933877ba1c9b,25,25.7577,2021-05-31 11:14:17
60b49ad973f8933877ba1c9c,26,25.665,2021-05-31 11:14:17
60b49ad973f8933877ba1c9d,27,25.5089,2021-05-31 11:14:17
60b49ad973f8933877ba1c9e,28,25.9937,2021-05-31 11:14:17
60b49ad973f8933877ba1c9f,29,26.1685,2021-05-31 11:14:17
60b49ad973f8933877ba1ca0,30,25.5028,2021-05-31 11:14:17
60b49ad973f8933877ba1ca1,31,26.2187,2021-05-31 11:14:17
60b49ad973f8933877ba1ca2,32,25.8838,2021-05-31 11:14:17
60b49ad973f8933877ba1ca3,33,25.9067,2021-05-31 11:14:17
60b49ad973f8933877ba1ca4,34,25.9846,2021-05-31 11:14:17
60b49ad973f8933877ba1ca5,35,25.8884,2021-05-31 11:14:17
60b49ad973f8933877ba1ca6,36,25.4674,2021-05-31 11:14:17
60b49ad973f8933877ba1ca7,37,25.7278,2021-05-31 11:14:17
60b49ad973f8933877ba1ca8,38,25.7428,2021-05-31 11:14:17
60b49ad973f8933877ba1ca9,39,26.0767,2021-05-31 11:14:17
60b49ad973f8933877ba1caa,40,25.0527,2021-05-31 11:14:17
60b49ad973f8933877ba1cab,41,25.1689,2021-05-31 11:14:17
60b49ad973f8933877ba1cac,42,24.2936,2021-05-31 11:14:17
60b49ad973f8933877ba1cad,43,23.6782,2021-05-31 11:14:17
60b49ad973f8933877ba1cae,44,23.432,2021-05-31 11:14:17
